Internship_id,Intrnship_Title,Company_Name,Industry,Company_Type,Internship_Type,City,State,Work_Mode,Department,Duration,Stipend_Min,Stipend_Max,Source_Platform,Post_Link
A123,Human Capital Associate,Wobot AI,IT / AI,Startup,,,Delhi,,HR Operations,,,,LinkedIn,https://in.linkedin.com/jobs/view/human-capital-associate-at-wobot-ai-4446176768?position=3&pageNum=0&refId=TxyM%2BrDWQPxGznqUMeYp0Q%3D%3D&trackingId=14NUY4hsKiNSZ%2F2CdTFrAw%3D%3D
A124,Human Resources,Auditics Private Limited,Audit & Consulting,Private Limited,,Chennai,Tamil Nadu,On-site,Talent Acquisition & Recruitment,,60000,120000,Freshersworld,https://www.freshersworld.com/jobs/hr-intern-jobs-opening-in-auditics-private-limited-at-aminijikarai-anna-nagar-chetpet-chennai-2935416
A125,Human Resources,Team Management Services,Recruitment / Staffing,Staffing Agency,,Mumbai,Maharashtra,On-site,Talent Acquisition & Recruitment,,84000,120000,Freshersworld,https://www.freshersworld.com/jobs/human-resource-intern-jobs-opening-in-team-management-services-at-ghatkopar-east-mumbai-2931676
A126,Human Resources,Akash Animation,Media & Entertainment,Private Limited,,Puducherry,Puducherry,On-site,Talent Acquisition & Recruitment,,24000,60000,Freshersworld,https://www.freshersworld.com/jobs/hr-intern-jobs-opening-in-akash-animation-at-pondicherry-2925628
A127,Recruitment,Universal Media,Media & Marketing,Private Limited,,Mumbai,Maharashtra,On-site,Talent Acquisition & Recruitment,,60000,84000,Freshersworld,https://www.freshersworld.com/jobs/hr-recruitment-interns-jobs-opening-in-universal-mediaa-at-mulund-west-mumbai-2923981
A128,Recruitment,GMS IT Groups,IT Services,Private Limited,,Hyderabad,Telangana,On-site,Talent Acquisition & Recruitment,,36000,48000,Freshersworld,https://www.freshersworld.com/jobs/bench-sales-recruiters-jobs-opening-in-gmsitgroups-at-ajit-singh-nagar-enikepadu-hanumanpet-vijayawada-hyderabad-2917383
A129,Recruitment,Avijo,Healthcare,Startup,Part Time,,,Remote,Talent Acquisition & Recruitment,3-Jun,36000,60000,Wellfound,https://wellfound.com/jobs/3245852-hr-recruiter-intern
A130,Talent Acquisition,Fresh Prints,E-commerce,Startup,Full Time,Hyderabad,Telangana,Remote,Talent Acquisition & Recruitment,3,5400,5400,Wellfound,https://wellfound.com/jobs/4420447-linkedin-recruitment-internship
A131,HR,EAG Softwares,IT Consulting,Private Limited,,Bangalore,Karnataka,Hybrid,Talent Acquisition & Recruitment,3-Jun,,,Wellfound,https://wellfound.com/jobs/4544667-intern-hr-digital-marketing
A132,Recruitment,Matriosh,Consumer Tech,Startup,Contract,,,Remote,Talent Acquisition & Recruitment,3,Unpaid,,Wellfound,https://wellfound.com/jobs/4523366-hr-internship
A133,HR,Keptit,IT / AI,Startup,,,,Remote,HR Operations,,60000,120000,Wellfound,https://wellfound.com/jobs/4144380-hr-manager-female-candidates
A134,HR Admin,Vitto,Fintech,Startup,,Mumbai,Maharashtra,On-site,HR Operations,6,96000,96000,Wellfound,https://wellfound.com/jobs/3081841-founder-office-intern
A135,HR Intern,Auditics Private Limited,Audit & Consulting,Private Limited,Walk-in,Chennai,Tamil Nadu,Onsite,HR,,60000,120000,INR,Freshersworld
A136,HR Intern,Team Management Services,Recruitment / Staffing,Staffing Agency,,Mumbai (Ghatkopar East),Maharashtra,Onsite,HR,,84000,120000,INR,Freshersworld
A137,HR Intern,Team Management Services,Recruitment / Staffing,Staffing Agency,,Mumbai (Ghatkopar East),Maharashtra,Onsite,HR,,84000,120000,INR,Freshersworld
A138,HR Intern,Akash Animation,Animation / Media,Private Limited,,Pondicherry,Puducherry,Onsite,HR,,24000,60000,INR,Freshersworld
A139,HR Intern,Akash Animation,Animation / Media,Private Limited,,Pondicherry,Puducherry,Onsite,HR,,24000,60000,INR,Freshersworld
A140,HR Recruiter Intern,Universal Mediaa,Media / Marketing,Private Limited,,Mumbai (Mulund West),Maharashtra,Onsite,HR / Recruitment,,60000,84000,INR,Freshersworld
A141,HR Recruiter Intern,Universal Mediaa,Media / Marketing,Private Limited,,Mumbai (Mulund West),Maharashtra,Onsite,HR / Recruitment,,60000,84000,INR,Freshersworld
A142,Talent Acquisition Intern,Gmsitgroups,IT Services / Staffing,Private Limited,,Hyderabad / Vijayawada,Telangana,Onsite,Recruitment (Bench Sales),,36000,48000,INR,Freshersworld
A143,Talent Acquisition Intern,Gmsitgroups,IT Services / Staffing,Private Limited,,Hyderabad / Vijayawada,Telangana,Onsite,Recruitment (Bench Sales),,36000,48000,INR,Freshersworld
A144,Talent Acquisition Intern,Gmsitgroups,IT Services / Staffing,Private Limited,,Hyderabad / Vijayawada,Telangana,Onsite,Recruitment (Bench Sales),,36000,48000,INR,Freshersworld
A145,Talent Acquisition Intern,Gmsitgroups,IT Services / Staffing,Private Limited,,Hyderabad / Vijayawada,Telangana,Onsite,Recruitment (Bench Sales),,36000,48000,INR,Freshersworld
A146,HR Recruiter Intern,Avijo,Healthcare / HealthTech (Quick commerce),"Startup (Early Stage, 51-200 employees)",Full-time/Part-time,Remote (India - Indore HQ),India,Remote,HR / Recruitment,3-6 months,36000,60000,INR,Wellfound
A147,HR Recruiter Intern,Fresh Prints,Custom Apparel / E-commerce,Startup (201-500 employees),Full-time,"Hyderabad (Work from home, India)",India,Remote,Recruitment / Talent Acquisition,3 months,5400,5400,USD,Wellfound
A148,HR & Digital Marketing Intern,EAG Softwares (Enterprise Associates Group),IT Management / Consulting / SAP,Private Limited (201-500 employees),,Bangalore (Hybrid),India,Hybrid (mostly remote),HR + Digital Marketing (Dual track),3-6 months,240000,500000,INR,Wellfound
A149,HR & Digital Marketing Intern,EAG Softwares (Enterprise Associates Group),IT Management / Consulting / SAP,Private Limited (201-500 employees),,Bangalore (Hybrid),India,Hybrid (mostly remote),HR + Digital Marketing (Dual track),3-6 months,240000,500000,INR,Wellfound
A150,HR & Digital Marketing Intern,EAG Softwares (Enterprise Associates Group),IT Management / Consulting / SAP,Private Limited (201-500 employees),,Bangalore (Hybrid),India,Hybrid (mostly remote),HR + Digital Marketing (Dual track),3-6 months,240000,500000,INR,Wellfound
A151,HR Recruiter Intern,Matriosh,Consumer Tech / Startup (stealth),"Startup (Early Stage, 11-50 employees)",Contract,Remote (California / San Francisco),USA,Remote,HR / Recruitment,3 months,0,0,Unpaid,Wellfound
A152,HR Intern,Matriosh,Consumer Tech / Startup (stealth),"Startup (Early Stage, 11-50 employees)",,Remote (United States),USA,Remote,HR / Recruitment,3 months,0,0,Unpaid,Wellfound
A153,HR Intern,Matriosh,Consumer Tech / Startup (stealth),"Startup (Early Stage, 11-50 employees)",,Remote (Everywhere),Global,Remote,HR / Recruitment,3 months,0,0,Unpaid,Wellfound
A154,HR Intern,keptit,AI (Personal Assistant App),Startup (1-10 employees),,Remote (India - Delhi/Mumbai),India,Remote,HR / People Operations,,60000,120000,INR,Wellfound
A155,HR Coordination Intern,Vitto,Fintech / AI (Digital credit),Startup (Early Stage),,Mumbai,India,Onsite,Admin / HR Coordination,6 months,96000,96000,INR,Wellfound
A156,HR Coordination Intern,Vitto,Fintech / AI (Digital credit),Startup (Early Stage),,Mumbai,India,Onsite,Admin / HR Coordination,6 months,96000,96000,INR,Wellfound
A157,Campus Relations,Fin Maverick,Education/ Teaching/ Training,Startup,Part-time,,Chandigarh,Remote,Campus Relations,3 Months,2000,5000,Internshala,https://internshala.com/internship/detail/campus-pomotion-associate-internship-in-multiple-locations-at-fin-maverick1785229140
A158,Human Resources,CredResolve (Credhas Technology Private Limited),"Banking, Financial Services and Insurance (BFSI)",SME,Full-time,Gurgaon,Haryana,Remote,Talent Acquisition & Recruitment,6 Months,15000,15000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-gurgaon-at-credresolve-credhas-technology-private-limited1785838314
A159,HR,Grasim Industries Limited,Manufacturing/ Engineering,MNC,Full-time,Mumbai,Maharashtra,Remote,,6 Months,5000,8000,Internshala,https://internshala.com/internship/detail/hr-internship-in-mumbai-at-grasim-industries-limited1785497508
A160,Human Resources,Atlas Copco India Private Limited,Other,SME,Full-time,Pune,Maharashtra,Remote,Talent Acquisition & Recruitment,6 Months,24000,25000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-pune-at-atlas-copco-india-private-limited1785476482
A161,Human Resources,Justdial Limited,"IT/ Technology, Advertising/ Marketing",Enterprise,Full-time,Chennai,Tamil Nadu,Remote,Talent Acquisition & Recruitment,6 Months,10000,20000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-chennai-at-justdial-limited1785328025
A162,Human Resources,SOS Children's Villages Of India,Social services,Startup,Full-time,Delhi,Delhi,Remote,Talent Acquisition & Recruitment,1 Month,,,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-delhi-at-sos-childrens-villages-of-india1785320168
A163,Talent Acquisition,Sharda Motors Industries,Automobile,Enterprise,Part-time,Okhla,Delhi,Hybrid,Talent Acquisition & Recruitment,2 Months,2000,2000,Internshala,https://internshala.com/internship/detail/part-time-talent-acquisition-internship-in-okhla-at-sharda-motors-industries1785240260
A164,Recruitment,Team Management Services (TMS),Consulting,Startup,Part-time,Thane,Maharashtra,Remote,Talent Acquisition & Recruitment,6 Months,7000,10000,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-multiple-locations-at-team-management-services-tms1785233265
A165,HR trainee,Aarti Pharmalabs Limited,"Pharma, Chemicals/ Paints",Enterprise,Full-time,Mumbai,Maharashtra,Remote,,6 Months,8000,10000,Internshala,https://internshala.com/internship/detail/hr-trainee-internship-in-mumbai-at-aarti-pharmalabs-limited1785216369
A166,Human Resources,Mahindra & Mahindra Financial Services,"Banking, Financial Services and Insurance (BFSI)",Enterprise,Part-time,Bhopal,Madhya Pradesh,Remote,Talent Acquisition & Recruitment,6 Months,10000,14500,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-bhopal-at-mahindra-mahindra-financial-services1784898951
A167,Human Resources,The Belgian Waffle Co.,"Hotels/ Restaurant, Retail, Food/ Beverages",Enterprise,Full-time,Pune,Maharashtra,Remote,Talent Acquisition & Recruitment,6 Months,10000,12000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-pune-at-the-belgian-waffle-co1784871236
A168,Human Resources,Easy Home Finance,"Banking, Financial Services and Insurance (BFSI)",SME,Full-time,Mumbai,Maharashtra,Remote,Talent Acquisition & Recruitment,3 Months,5000,10000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-easy-home-finance1784523921
A169,Human Resources,Raam Group,"Automobile, Retail",Enterprise,Full-time,Hyderabad,Telangana,Remote,Talent Acquisition & Recruitment,3 Months,15000,15000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-hyderabad-at-raam-group1784025042
A170,Human Resources,Bhumi,Social services,SME,Full-time,Chennai,Tamil Nadu,Remote,Talent Acquisition & Recruitment,6 Months,7000,10000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-chennai-at-bhumi1784007403
A171,Human Resources,Team Management Services (TMS),Consulting,Startup,,Thane,Maharashtra,Remote,Talent Acquisition & Recruitment,6 Months,7000,10000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-team-management-services-tms1783331603
A172,Human Resources,Ayu Devices,Hospitals/ Healthcare/ Medical,Startup,Full-time,Bangalore,Karnataka,Remote,Talent Acquisition & Recruitment,3 Months,8000,12000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-bangalore-at-ayu-devices1785850633
A173,Human Resources,ViralChilly,Advertising/ Marketing,Startup,Full-time,Jaipur,Rajasthan,Remote,Talent Acquisition & Recruitment,4 Months,3000,5000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-jaipur-at-viralchilly1785733327
A174,Human Resources,Pi42,IT/ Technology,Startup,Full-time,Bangalore,Karnataka,Remote,Talent Acquisition & Recruitment,6 Months,20000,25000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-bangalore-at-pi421785758562
A175,Human Resources,TrooSpot Solutions,Recruitment,Startup,Full-time,Mumbai,Maharashtra,Remote,Talent Acquisition & Recruitment,3 Months,15000,70000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-troospot-solutions1785859447
A176,Human Resources,Futurewise Technologies Private Limited,IT/ Technology,Startup,Full-time,Mumbai,Maharashtra,Remote,Talent Acquisition & Recruitment,4 Months,6000,8000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-futurewise-technologies-private-limited1784719135
A177,Human Resources,Talent Corner HR Services,Recruitment,SME,Full-time,Pune,Maharashtra,Remote,Talent Acquisition & Recruitment,3 Months,5000,6000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-pune-at-talent-corner-hr-services1785642714
A178,Recruitment,Peklenc,Education/ Teaching/ Training,Startup,,Greater Noida,Uttar Pradesh,Remote,Talent Acquisition & Recruitment,3 Months,10000,12000,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-multiple-locations-at-peklenc1785829565
A179,Talent Acquisition,Gigde Global Solutions Private Limited,Advertising/ Marketing,SME,Part-time,Noida,Uttar Pradesh,Remote,Talent Acquisition & Recruitment,6 Months,10500,13000,Internshala,https://internshala.com/internship/detail/talent-acquisition-internship-in-noida-at-gigde-global-solutions-private-limited1785821467
A180,Human Resources,Eduminatti,Education/ Teaching/ Training,Startup,Full-time,Roorkee,Uttarakhand,Remote,Talent Acquisition & Recruitment,2 Months,2000,2500,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-roorkee-at-eduminatti1784608999
A181,Human Resources,Astrorize,IT/ Technology,Startup,,Hyderabad,Telangana,Hybrid,Talent Acquisition & Recruitment,6 Months,7000,14000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-astrorize1785745701
A182,Talent Acquisition,HumanHire Corp,IT/ Technology,SME,Full-time,Jaipur,Rajasthan,Remote,Talent Acquisition & Recruitment,4 Months,8000,11500,Internshala,https://internshala.com/internship/detail/talent-acquisition-internship-in-jaipur-at-humanhire-corp1785238009
A183,Human Resources,HumanHire Corp,IT/ Technology,SME,Full-time,Jaipur,Rajasthan,Remote,Talent Acquisition & Recruitment,4 Months,5000,7500,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-jaipur-at-humanhire-corp1785237996
A184,Human Resources,Bizknowmics,Advertising/ Marketing,SME,Full-time,Chennai,Tamil Nadu,Remote,Talent Acquisition & Recruitment,3 Months,15000,,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-chennai-at-bizknowmics1785485072
A185,HR Psychology,Safalta Setu,Social services,Startup,Part-time,Mumbai,Maharashtra,Remote,,4 Months,,,Internshala,https://internshala.com/internship/detail/work-from-home-part-time-hr-psychologist-internship-at-safalta-setu1785849830
